season,round,Date,HT,AT,HomeS,AwayS,result,AvgHGF,AvgHGA,AvgAGF,AvgAGA,HGF,HGA,AGF,AGA,HTHG,HTAG,HTR,HPL,HRD,HRW,APL,ARD,ARW,HSHOT,ASHOT,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
1415,4,2013-09-14,Stoke,Leicester,0,1,A,,,,,,,,,0,0,D,,,,,,,,,M Oliver,24,8,4,1,8,15,13,3,3,0,0,0,2.1,3.4,4
1415,4,2013-09-14,Sunderland,Tottenham,2,2,D,,,,,,,,,1,1,D,,,,,,,,,C Pawson,6,15,1,6,10,13,5,5,5,1,0,0,3.6,3.5,2.15
1415,4,2013-09-14,West Brom,Everton,0,2,A,,,,,,,,,0,1,A,,,,,,,,,A Taylor,11,11,1,4,12,8,9,1,2,3,0,0,3.5,3.5,2.2
1415,4,2014-09-14,Man United,QPR,4,0,H,,,,,,,,,3,0,H,,,,,,,,,P Dowd,19,9,9,2,11,8,3,1,1,0,0,0,1.29,6.25,12
1415,4,2015-09-14,Hull,West Ham,2,2,D,,,,,,,,,1,0,H,,,,,,,,,M Atkinson,11,16,6,4,12,7,3,10,3,1,0,0,2.15,3.4,3.75
1415,5,2020-09-14,Aston Villa,Arsenal,0,3,A,1.0,0.25,1.75,1.5,1.0,0.25,1.75,1.5,0,3,A,0.5,0.0,0.0,0.0,0.0,0.5,0.21233766233766233,0.32733516483516484,M Jones,6,9,2,3,11,9,5,5,1,3,0,0,4.75,3.6,1.85
1415,5,2020-09-14,Burnley,Sunderland,0,0,D,0.25,1.0,1.25,1.5,0.25,1.0,1.25,1.5,0,0,D,0.0,0.0,0.5,0.0,0.0,0.25,0.2279040404040404,0.27502705627705626,A Taylor,17,14,6,6,14,14,5,1,1,2,0,0,2.5,3.3,3.1
1415,5,2020-09-14,Newcastle,Hull,2,2,D,0.75,2.25,1.25,1.25,0.75,2.25,1.25,1.25,0,0,D,0.0,0.0,0.5,0.0,0.5,0.25,0.25757575757575757,0.36616161616161613,N Swarbrick,25,10,7,3,11,11,4,2,4,2,0,0,2.2,3.3,3.75
1415,5,2020-09-14,QPR,Stoke,2,2,D,0.25,2.25,0.5,0.75,0.25,2.25,0.5,0.75,1,1,D,0.25,0.0,0.5,0.0,0.0,0.25,0.23172514619883042,0.19423558897243107,M Atkinson,21,8,5,4,6,15,10,1,2,4,0,0,2.8,3.25,2.8
1415,5,2020-09-14,Swansea,Southampton,0,1,A,2.0,1.25,2.0,0.75,2.0,1.25,2.0,0.75,0,0,D,0.75,0.0,0.0,0.25,0.0,0.25,0.5037878787878788,0.4736111111111111,J Moss,5,11,2,4,11,15,2,4,0,4,1,0,2.5,3.3,3.1
1415,5,2020-09-14,West Ham,Liverpool,3,1,H,1.5,1.75,1.5,1.25,1.5,1.75,1.5,1.25,2,1,H,0.25,0.0,0.25,0.5,0.0,0.5,0.36070261437908496,0.3038844325609032,C Pawson,13,11,7,5,16,11,7,5,4,1,0,0,4.5,3.8,1.85
1415,5,2021-09-14,Everton,Crystal Palace,2,3,A,2.25,2.5,1.25,2.0,2.25,2.5,1.25,2.0,1,1,D,0.25,0.5,0.25,0.0,0.0,0.25,0.31404257507198685,0.43551587301587297,M Oliver,17,10,6,3,8,13,7,1,2,2,0,0,1.4,5.0,9
1415,5,2021-09-14,Leicester,Man United,5,3,H,1.0,1.25,1.5,0.75,1.0,1.25,1.5,0.75,1,2,A,0.0,0.0,0.25,0.25,0.0,0.25,0.3494318181818182,0.35413533834586464,M Clattenburg,15,16,5,5,11,9,2,4,1,1,0,1,5.5,4.2,1.67
1415,5,2021-09-14,Man City,Chelsea,1,1,D,1.75,1.0,3.75,1.5,1.75,1.0,3.75,1.5,0,0,D,0.5,0.25,0.0,0.5,0.0,0.0,0.3718482905982906,0.40502728433762913,M Dean,16,6,4,2,16,12,14,2,3,4,1,0,2.38,3.5,3.1
1415,5,2021-09-14,Tottenham,West Brom,0,1,A,1.75,1.25,0.5,1.75,1.75,1.25,0.5,1.75,0,0,D,0.25,0.0,0.25,0.0,0.0,0.5,0.3051587301587302,0.24147727272727273,K Friend,7,10,1,4,12,7,9,7,2,2,0,0,1.53,4.33,7
1415,6,2027-09-14,Arsenal,Tottenham,1,1,D,2.6,1.2,1.4,1.2,2.0,1.25,1.5,1.5,0,0,D,0.25,0.0,0.5,0.25,0.25,0.0,0.303525641025641,0.24087301587301585,M Oliver,16,6,6,4,7,16,15,5,3,6,0,0,1.75,3.9,5
1415,6,2027-09-14,Chelsea,Aston Villa,3,0,H,3.4,1.6,0.8,0.8,3.25,1.5,0.75,1.0,1,0,H,0.5,0.0,0.0,0.25,0.25,0.25,0.4201787994891443,0.22424242424242424,P Dowd,17,7,8,1,11,9,9,2,2,2,0,0,1.22,7.0,16
1415,6,2027-09-14,Crystal Palace,Leicester,2,0,H,2.2,2.4,1.8,1.6,1.75,2.0,1.75,1.5,0,0,D,0.25,0.0,0.25,0.0,0.0,0.25,0.385515873015873,0.3645833333333333,K Stroud,16,7,6,1,14,9,6,6,0,2,0,0,2.63,3.4,2.88
1415,6,2027-09-14,Hull,Man City,2,4,A,1.8,1.8,1.6,1.0,1.5,1.75,1.5,1.25,2,2,D,0.25,0.5,0.0,0.5,0.25,0.0,0.35025252525252526,0.33819444444444446,A Taylor,10,20,5,6,10,6,3,8,0,2,0,0,6.5,4.2,1.57
1415,6,2027-09-14,Liverpool,Everton,1,1,D,1.6,2.2,2.2,2.6,1.25,1.75,2.25,2.75,0,0,D,0.25,0.25,0.5,0.25,0.5,0.0,0.3133541295306001,0.3445855614973262,M Atkinson,24,11,8,5,8,9,8,2,2,1,0,0,1.91,3.75,4.33
1415,6,2027-09-14,Man United,West Ham,2,1,H,2.4,2.6,1.8,1.6,2.0,1.5,2.25,1.75,2,1,H,0.25,0.25,0.0,0.25,0.0,0.25,0.34297462406015033,0.439762443438914,L Mason,8,13,3,4,10,12,7,10,1,3,1,0,1.4,5.5,8
1415,6,2027-09-14,Southampton,QPR,2,1,H,2.0,0.6,0.6,2.2,2.0,0.25,0.75,2.5,0,0,D,0.5,0.0,0.25,0.25,0.0,0.5,0.43952020202020203,0.21230158730158732,M Clattenburg,19,10,9,2,12,11,6,3,2,1,0,0,1.44,4.6,8.5
1415,6,2027-09-14,Sunderland,Swansea,0,0,D,1.0,1.2,1.6,1.2,0.75,1.0,1.5,1.25,0,0,D,0.25,0.0,0.0,0.5,0.25,0.0,0.31074134199134196,0.4037878787878788,C Foy,15,7,3,1,13,15,10,1,2,1,0,1,2.9,3.3,2.63
1415,6,2028-09-14,West Brom,Burnley,4,0,H,0.8,1.4,0.2,0.8,0.25,1.25,0.0,0.25,2,0,H,0.25,0.0,0.25,0.0,0.0,0.25,0.21647727272727274,0.2605837789661319,J Moss,20,10,6,2,7,9,10,2,1,2,0,0,2.0,3.5,4.2
1415,6,2029-09-14,Stoke,Newcastle,1,0,H,1.2,1.4,1.0,2.2,1.0,1.0,1.25,2.25,1,0,H,0.25,0.0,0.25,0.0,0.0,0.25,0.2775689223057644,0.3275757575757576,C Pawson,12,16,3,1,20,15,2,10,1,2,0,0,2.15,3.4,3.8
1415,7,2004-10-14,Aston Villa,Man City,0,2,A,0.6666666666666666,1.6666666666666667,2.6666666666666665,1.5,0.75,1.75,1.75,1.5,0,0,D,0.0,0.5,0.5,0.75,0.0,0.0,0.25995670995670994,0.3020833333333333,C Foy,6,27,1,7,4,6,0,7,0,1,0,0,7.5,4.5,1.5
1415,7,2004-10-14,Hull,Crystal Palace,2,0,H,1.8333333333333333,2.1666666666666665,2.1666666666666665,2.0,1.75,2.5,2.0,1.25,0,0,D,0.25,0.5,0.0,0.0,0.0,0.0,0.4196969696969697,0.36815476190476193,M Dean,15,11,2,2,6,14,6,7,1,2,0,0,2.1,3.5,3.8
1415,7,2004-10-14,Leicester,Burnley,2,2,D,1.5,2.0,0.16666666666666666,2.0,1.75,1.5,0.0,1.0,2,1,H,0.25,0.25,0.0,0.0,0.25,0.25,0.23363095238095238,0.28975044563279856,P Dowd,15,10,6,4,16,12,9,3,2,2,0,0,1.8,3.75,5
1415,7,2004-10-14,Liverpool,West Brom,2,1,H,1.5,2.0,1.3333333333333333,1.1666666666666667,1.25,1.25,1.25,1.25,1,0,H,0.25,0.0,0.25,0.5,0.0,0.0,0.32850564468211524,0.22897727272727275,M Oliver,19,8,7,4,12,15,5,5,2,2,0,0,1.44,5.0,7.5
1415,7,2004-10-14,Sunderland,Stoke,3,1,H,0.8333333333333334,1.0,1.1666666666666667,1.1666666666666667,0.5,0.75,1.0,0.75,2,1,H,0.25,0.0,0.0,0.25,0.0,0.0,0.29255952380952377,0.3005952380952381,N Swarbrick,8,11,3,5,10,17,7,4,3,4,0,0,2.55,3.25,3.1
1415,7,2004-10-14,Swansea,Newcastle,2,2,D,1.3333333333333333,1.0,0.8333333333333334,2.1666666666666665,1.25,1.25,1.25,2.5,1,1,D,0.75,0.25,0.0,0.0,0.25,0.25,0.3145021645021645,0.2522916666666667,L Mason,11,9,5,4,11,15,3,1,1,3,0,0,1.91,3.7,4.33
1415,7,2005-10-14,Chelsea,Arsenal,2,0,H,3.3333333333333335,1.3333333333333333,2.3333333333333335,1.1666666666666667,3.5,1.5,1.75,1.0,1,0,H,0.5,0.0,0.0,0.0,0.0,0.25,0.44523326572008115,0.33958333333333335,M Atkinson,5,10,3,0,14,10,2,2,4,3,0,0,1.67,4.2,5.25
1415,7,2005-10-14,Man United,Everton,2,1,H,2.3333333333333335,2.3333333333333335,2.1666666666666665,2.5,2.25,1.5,2.0,2.5,1,0,H,0.25,0.0,0.0,0.25,0.5,0.0,0.3617246240601504,0.39572192513368987,K Friend,15,10,4,6,18,11,11,6,4,3,0,0,1.67,4.2,5.25
1415,7,2005-10-14,Tottenham,Southampton,1,0,H,1.5,1.3333333333333333,2.0,0.6666666666666666,0.75,1.75,2.5,0.5,1,0,H,0.5,0.25,0.0,0.25,0.0,0.25,0.3380952380952381,0.49544125465178096,M Jones,9,7,4,3,15,9,10,5,2,1,0,0,2.2,3.5,3.5
1415,7,2005-10-14,West Ham,QPR,2,0,H,1.8333333333333333,2.0,0.8333333333333334,2.5,1.75,2.0,1.0,2.0,1,0,H,0.25,0.25,0.25,0.5,0.25,0.25,0.3990384615384615,0.23452380952380952,A Taylor,11,10,3,3,10,11,7,5,2,2,0,0,1.91,3.6,4.5
1415,8,2018-10-14,Arsenal,Hull,2,2,D,2.0,1.5714285714285714,1.8571428571428572,1.8571428571428572,1.5,1.25,2.0,2.0,1,1,D,0.0,0.25,0.5,0.25,0.5,0.0,0.27708333333333335,0.3696969696969697,R East,25,4,9,4,9,13,10,0,2,2,0,0,1.4,5.0,9
1415,8,2018-10-14,Burnley,West Ham,1,3,A,0.7142857142857143,2.2857142857142856,1.8571428571428572,1.7142857142857142,0.5,1.5,2.0,1.25,0,0,D,0.0,0.25,0.5,0.25,0.25,0.25,0.3064171122994652,0.34222027972027974,K Friend,17,22,3,6,3,10,5,7,0,1,0,0,2.8,3.4,2.7
1415,8,2018-10-14,Crystal Palace,Chelsea,1,2,A,1.8571428571428572,2.2857142857142856,3.142857142857143,1.1428571428571428,1.25,1.0,2.5,0.75,0,1,A,0.25,0.25,0.0,0.5,0.0,0.0,0.26777597402597403,0.42856659905341443,C Pawson,7,14,4,5,13,7,3,2,1,1,1,1,8.5,4.75,1.44
1415,8,2018-10-14,Everton,Aston Villa,3,0,H,2.142857142857143,2.7142857142857144,0.5714285714285714,1.7142857142857142,1.5,1.5,0.25,2.0,1,0,H,0.25,0.25,0.25,0.0,0.5,0.5,0.4427807486631016,0.21071428571428572,A Taylor,15,10,6,2,11,16,3,4,2,2,0,0,1.6,4.0,6.5
1415,8,2018-10-14,Man City,Tottenham,4,1,H,2.857142857142857,1.2857142857142858,1.4285714285714286,1.1428571428571428,2.25,1.25,1.0,1.0,2,1,H,0.5,0.0,0.0,0.5,0.25,0.0,0.33564814814814814,0.4134920634920635,J Moss,20,19,12,7,11,9,3,4,1,2,0,1,1.45,4.75,8
1415,8,2018-10-14,Newcastle,Leicester,1,0,H,1.2857142857142858,2.4285714285714284,1.5714285714285714,2.0,1.0,2.25,2.0,1.75,0,0,D,0.25,0.25,0.25,0.25,0.5,0.0,0.3078472222222222,0.25029761904761905,M Atkinson,19,7,6,2,13,15,10,7,0,3,0,0,2.25,3.6,3.3
1415,8,2018-10-14,Southampton,Sunderland,8,0,H,1.7142857142857142,0.8571428571428571,1.1428571428571428,1.0,1.75,0.5,1.25,0.75,3,0,H,0.25,0.25,0.25,0.25,0.0,0.0,0.49147300068352695,0.2925595238095238,A Marriner,20,12,11,1,11,8,5,6,1,3,0,0,1.57,4.0,7
1415,8,2019-10-14,QPR,Liverpool,2,3,A,0.7142857142857143,2.7142857142857144,1.5714285714285714,1.8571428571428572,0.75,2.5,1.0,1.5,0,0,D,0.25,0.5,0.5,0.25,0.0,0.25,0.24007936507936506,0.3029638490164806,P Dowd,15,15,6,5,10,15,7,2,2,3,0,0,6.0,4.2,1.6
1415,8,2019-10-14,Stoke,Swansea,2,1,H,1.2857142857142858,1.8571428571428572,1.4285714285714286,1.1428571428571428,1.0,1.5,1.0,1.75,1,1,D,0.25,0.25,0.25,0.5,0.25,0.0,0.3428030303030303,0.2948051948051948,M Oliver,17,13,3,5,17,7,3,5,4,1,0,0,2.5,3.3,3.1
1415,8,2020-10-14,West Brom,Man United,2,2,D,1.4285714285714286,1.5714285714285714,2.2857142857142856,2.142857142857143,1.5,1.0,2.75,1.75,1,0,H,0.5,0.25,0.25,0.5,0.0,0.0,0.32272727272727275,0.3569627192982456,M Dean,8,22,2,7,6,8,0,11,1,2,0,0,5.0,4.0,1.75
1415,9,2025-10-14,Liverpool,Hull,0,0,D,2.125,2.125,2.125,2.125,1.75,1.75,2.0,2.0,0,0,D,0.5,0.0,0.0,0.25,0.25,0.0,0.372408293460925,0.48333333333333334,N Swarbrick,17,6,4,3,12,17,14,1,3,2,0,0,1.44,4.75,8
1415,9,2025-10-14,Southampton,Stoke,1,0,H,2.5,0.75,1.375,1.75,2.75,0.5,1.5,1.5,1,0,H,0.25,0.0,0.0,0.0,0.25,0.25,0.45397300068352703,0.3452540106951872,J Moss,20,8,2,1,10,12,6,3,0,2,0,0,1.65,4.0,6
1415,9,2025-10-14,Sunderland,Arsenal,0,2,A,1.0,2.875,2.0,1.625,0.75,2.25,1.5,1.25,0,1,A,0.0,0.25,0.25,0.0,0.25,0.25,0.27172619047619045,0.26708333333333334,K Friend,11,15,3,5,11,9,3,3,3,3,0,0,5.5,3.8,1.73
1415,9,2025-10-14,Swansea,Leicester,2,0,H,1.5,1.5,1.375,2.0,0.75,1.25,1.75,2.0,1,0,H,0.25,0.25,0.0,0.25,0.5,0.0,0.3455044955044955,0.29047619047619044,M Jones,7,9,3,4,7,10,2,2,0,0,0,0,1.95,3.7,4.2
1415,9,2025-10-14,West Brom,Crystal Palace,2,2,D,1.5,1.625,1.75,2.25,2.0,1.0,1.5,1.5,0,2,A,0.25,0.25,0.0,0.25,0.5,0.25,0.3625,0.35706168831168833,M Clattenburg,17,8,4,6,14,8,6,3,3,1,0,0,1.91,3.6,4.5
1415,9,2025-10-14,West Ham,Man City,2,1,H,2.375,1.75,3.0,1.25,2.25,1.0,2.75,1.0,1,0,H,0.25,0.25,0.25,0.25,0.0,0.0,0.34790209790209786,0.35231481481481486,M Atkinson,12,21,4,5,12,14,4,8,2,1,0,0,6.5,4.5,1.55
1415,9,2026-10-14,Burnley,Everton,1,3,A,0.75,2.375,2.25,2.375,0.75,2.25,1.75,1.5,1,2,A,0.0,0.25,0.25,0.25,0.0,0.0,0.2823529411764706,0.4518716577540107,A Marriner,14,15,3,6,12,7,5,4,4,2,0,0,4.75,3.75,1.83
1415,9,2026-10-14,Man United,Chelsea,1,1,D,2.5,2.375,3.25,1.25,2.25,2.25,2.0,0.5,0,0,D,0.25,0.0,0.25,0.25,0.0,0.0,0.3180871212121212,0.440266106442577,P Dowd,19,9,7,4,13,14,4,7,3,5,0,1,2.88,3.6,2.5
1415,9,2026-10-14,Tottenham,Newcastle,1,2,A,1.5,2.0,1.25,2.125,0.75,1.5,1.25,1.25,1,0,H,0.25,0.25,0.25,0.25,0.0,0.0,0.40559732664995823,0.27568347953216377,A Taylor,17,8,2,2,9,12,10,2,2,4,0,0,1.75,3.9,5
1415,9,2027-10-14,QPR,Aston Villa,2,0,H,0.875,2.75,0.5,2.25,1.25,2.25,0.0,2.75,1,0,H,0.0,0.5,0.25,0.0,0.25,0.25,0.2845238095238095,0.2107142857142857,L Mason,11,15,4,6,11,14,2,4,0,2,0,0,2.38,3.25,3.4
1415,10,2001-11-14,Arsenal,Burnley,3,0,H,2.2222222222222223,1.4444444444444444,0.7777777777777778,2.4444444444444446,1.25,1.25,1.0,3.0,0,0,D,0.25,0.25,0.25,0.0,0.5,0.25,0.26708333333333334,0.24768907563025214,C Pawson,32,6,13,2,5,9,18,1,0,1,0,0,1.25,6.5,14
1415,10,2001-11-14,Chelsea,QPR,2,1,H,3.111111111111111,1.3333333333333333,1.0,2.4444444444444446,2.0,0.5,1.25,1.75,1,0,H,0.25,0.0,0.0,0.25,0.5,0.25,0.4680438842203548,0.3159090909090909,M Jones,18,7,8,1,8,12,13,2,0,0,0,0,1.17,8.5,21
1415,10,2001-11-14,Everton,Swansea,0,0,D,2.6666666666666665,2.3333333333333335,1.5555555555555556,1.3333333333333333,2.0,1.0,1.25,1.0,0,0,D,0.25,0.0,0.0,0.5,0.25,0.0,0.4636363636363636,0.35264735264735264,K Friend,17,8,3,0,10,15,11,0,2,3,0,1,1.75,3.8,5.25
1415,10,2001-11-14,Hull,Southampton,0,1,A,1.8888888888888888,1.8888888888888888,2.3333333333333335,0.6666666666666666,1.5,1.5,2.75,0.5,0,1,A,0.5,0.25,0.0,0.5,0.0,0.0,0.5333333333333333,0.3880639097744361,M Atkinson,8,10,1,3,6,9,7,4,1,0,0,0,3.8,3.6,2.05
1415,10,2001-11-14,Leicester,West Brom,0,1,A,1.2222222222222223,2.2222222222222223,1.5555555555555556,1.6666666666666667,0.5,1.75,2.25,1.5,0,0,D,0.25,0.5,0.25,0.25,0.25,0.25,0.31825396825396823,0.32132352941176473,S Attwell,14,8,5,3,5,12,8,3,0,1,0,0,2.3,3.5,3.3
1415,10,2001-11-14,Newcastle,Liverpool,1,0,H,1.5555555555555556,2.111111111111111,1.8888888888888888,1.8888888888888888,1.25,1.0,1.5,1.0,0,0,D,0.25,0.0,0.25,0.5,0.0,0.0,0.2681834795321637,0.3175954592363261,A Marriner,14,6,3,3,13,8,7,2,4,3,0,0,3.8,3.75,2
1415,10,2001-11-14,Stoke,West Ham,2,2,D,1.2222222222222223,1.7777777777777777,2.3333333333333335,1.6666666666666667,1.0,1.25,2.0,1.0,1,0,H,0.0,0.25,0.25,0.5,0.25,0.25,0.2515040106951872,0.2966200466200466,C Foy,21,10,6,2,14,13,9,2,1,1,0,0,2.38,3.4,3.25
1415,10,2002-11-14,Aston Villa,Tottenham,1,2,A,0.4444444444444444,2.4444444444444446,1.4444444444444444,2.0,0.0,2.5,1.0,1.75,1,0,H,0.0,0.5,0.5,0.25,0.5,0.25,0.22738095238095238,0.3992948056415549,N Swarbrick,12,18,1,7,12,11,3,9,3,3,1,0,3.75,3.6,2.1
1415,10,2002-11-14,Man City,Man United,1,0,H,2.888888888888889,1.5555555555555556,2.3333333333333335,2.2222222222222223,2.75,1.25,1.75,1.25,0,0,D,0.25,0.25,0.25,0.25,0.0,0.25,0.34933862433862434,0.33206738437001593,M Oliver,16,9,6,2,15,9,7,4,3,1,0,1,1.91,3.75,4.33
1415,10,2003-11-14,Crystal Palace,Sunderland,1,3,A,2.0,2.4444444444444446,0.8888888888888888,2.7777777777777777,1.25,1.5,0.75,2.75,0,1,A,0.25,0.5,0.25,0.0,0.5,0.5,0.4695616883116883,0.2327651515151515,P Dowd,9,8,1,7,12,19,11,2,0,3,1,0,2.1,3.5,3.8
1415,11,2008-11-14,Burnley,Hull,1,0,H,0.7,2.8,1.7,1.8,1.0,2.75,1.0,0.75,0,0,D,0.25,0.25,0.0,0.25,0.25,0.25,0.28102240896358543,0.4395833333333333,M Clattenburg,14,12,3,1,17,17,7,1,6,4,0,0,2.5,3.4,3
1415,11,2008-11-14,Liverpool,Chelsea,1,2,A,1.7,1.9,3.0,1.3,1.25,1.0,1.75,0.75,1,1,D,0.25,0.25,0.0,0.25,0.0,0.0,0.3592621259029928,0.4615079365079365,A Taylor,12,15,4,5,9,12,5,7,2,5,0,0,3.4,3.4,2.3
1415,11,2008-11-14,Man United,Crystal Palace,1,0,H,2.1,2.2,1.9,2.5,1.25,1.25,1.0,2.25,0,0,D,0.25,0.25,0.25,0.0,0.25,0.25,0.2938729399255715,0.4035894660894661,C Foy,23,6,5,1,8,12,11,4,1,3,0,0,1.3,6.0,11
