season,round,Date,HT,AT,HomeS,AwayS,result,AvgHGF,AvgHGA,AvgAGF,AvgAGA,HGF,HGA,AGF,AGA,HTHG,HTAG,HTR,HPL,HRD,HRW,APL,ARD,ARW,HSHOT,ASHOT,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
1011,5,2018-09-10,Tottenham,Wolves,3,1,H,1.00,1.00,1.50,1.75,1.00,1.00,1.00,1.33,0,1,A,0.33,0.00,0.00,0.33,0.67,0.00,0.67,0.45,M Jones,20,5,11,2,7,11,5,4,3,3,0,0,1.4,4.5,8.5
1011,5,2018-09-10,West Brom,Birmingham,3,1,H,0.50,2.00,1.50,1.25,0.67,0.67,1.33,1.00,0,1,A,0.00,0.00,0.33,0.00,0.33,0.00,0.45,0.49,C Foy,16,6,10,3,11,8,5,0,1,1,0,0,2.25,3.3,3.25
1011,5,2019-09-10,Chelsea,Blackpool,4,0,H,5.00,0.50,2.50,2.00,3.67,0.33,1.33,2.67,4,0,H,0.67,0.00,0.00,0.67,0.00,0.33,0.58,0.42,M Clattenburg,27,11,15,4,7,4,9,6,1,2,0,0,1.1,9,26
1011,5,2019-09-10,Man United,Liverpool,3,2,H,3.50,2.00,0.50,1.00,2.67,1.67,0.33,1.00,1,0,H,0.67,0.33,0.00,0.33,0.00,0.33,0.58,0.58,H Webb,16,7,7,1,15,10,6,1,4,1,0,0,1.7,3.5,5.5
1011,5,2019-09-10,Wigan,Man City,0,2,A,0.50,2.75,1.00,0.50,0.67,2.33,1.33,0.67,0,1,A,0.00,0.00,0.33,0.00,0.00,0.33,0.44,0.62,L Probert,9,11,3,5,10,14,3,1,1,2,0,0,5,3.6,1.73
1011,6,2025-09-10,Arsenal,West Brom,2,3,A,3.00,1.00,1.00,1.80,2.33,1.00,1.33,1.00,0,0,D,0.00,0.33,0.00,0.00,0.00,0.33,0.56,0.51,M Oliver,24,7,12,5,15,14,16,4,4,3,0,0,1.22,6,15
1011,6,2025-09-10,Birmingham,Wigan,0,0,D,1.60,2.20,0.40,2.60,1.00,1.67,0.67,1.00,0,0,D,0.00,0.67,0.00,0.00,0.33,0.33,0.42,0.32,M Clattenburg,10,17,4,10,12,18,3,7,2,3,1,0,1.83,3.5,4.5
1011,6,2025-09-10,Blackpool,Blackburn,1,2,A,2.00,3.20,1.20,1.40,1.33,2.00,1.00,1.33,0,1,A,0.67,0.33,0.33,0.33,0.67,0.00,0.43,0.51,M Dean,11,13,8,8,12,11,8,8,2,1,0,0,3.2,3.25,2.3
1011,6,2025-09-10,Fulham,Everton,0,0,D,1.60,1.40,0.80,1.40,1.67,1.33,1.00,1.67,0,0,D,0.00,0.00,0.67,0.00,0.33,0.33,0.50,0.57,H Webb,12,15,2,7,15,13,4,5,2,1,0,0,2.75,3.2,2.63
1011,6,2025-09-10,Liverpool,Sunderland,2,2,D,1.20,2.00,1.20,1.20,1.00,1.00,1.00,0.67,1,1,D,0.00,0.33,0.33,0.00,0.00,0.33,0.45,0.38,S Attwell,13,10,5,1,15,7,3,3,3,1,0,0,1.44,4.33,7.5
1011,6,2025-09-10,Man City,Chelsea,1,0,H,1.60,0.40,4.80,0.40,1.00,0.67,3.00,0.33,0,0,D,0.33,0.00,0.33,0.67,0.00,0.00,0.64,0.49,A Marriner,8,15,6,4,10,12,3,4,2,3,0,0,3.6,3.3,2.1
1011,6,2025-09-10,West Ham,Tottenham,1,0,H,0.80,2.80,1.40,1.00,0.67,2.33,1.33,1.00,1,0,H,0.00,0.33,0.33,0.33,0.00,0.33,0.43,0.57,M Atkinson,22,17,15,11,10,11,14,7,2,0,0,0,3.5,3.4,2.1
1011,6,2026-09-10,Bolton,Man United,2,2,D,1.80,2.60,3.40,2.00,1.33,2.33,3.00,1.67,1,1,D,0.67,0.33,0.00,0.67,0.33,0.00,0.71,0.55,P Dowd,15,12,9,6,16,18,7,12,1,2,0,0,7.5,4,1.5
1011,6,2026-09-10,Newcastle,Stoke,1,2,A,1.80,1.20,1.00,1.60,0.67,1.00,1.00,1.33,1,0,H,0.67,0.33,0.33,0.00,0.00,0.67,0.60,0.42,M Jones,11,8,7,2,8,11,3,4,0,1,0,0,1.91,3.4,4.2
1011,6,2026-09-10,Wolves,Aston Villa,1,2,A,1.60,2.60,1.40,2.20,1.00,2.00,1.00,1.00,0,1,A,0.33,0.67,0.00,0.33,0.00,0.00,0.43,0.52,M Halsey,14,10,12,8,15,19,5,4,1,2,0,0,2.88,3.25,2.5
1011,7,2002-10-10,Birmingham,Everton,0,2,A,1.33,1.83,0.67,1.17,0.33,1.00,1.00,1.33,0,0,D,0.00,0.33,0.00,0.33,0.00,0.00,0.37,0.53,P Dowd,6,11,3,6,5,11,6,5,0,0,0,0,2.88,3.1,2.63
1011,7,2002-10-10,Stoke,Blackburn,1,0,H,1.50,1.67,1.67,1.50,1.67,1.00,1.33,1.00,0,0,D,0.00,0.00,0.67,0.00,0.33,0.00,0.39,0.56,H Webb,18,7,11,4,8,13,8,6,2,3,0,0,2.25,3.2,3.4
1011,7,2002-10-10,Sunderland,Man United,0,0,D,1.67,1.67,3.50,2.33,1.33,1.33,2.67,2.33,0,0,D,0.33,0.00,0.33,0.67,0.00,0.00,0.30,0.52,C Foy,14,10,8,4,10,6,10,4,1,2,0,0,5,3.5,1.75
1011,7,2002-10-10,Tottenham,Aston Villa,2,1,H,1.17,1.17,1.83,2.17,1.33,1.00,1.33,1.33,1,1,D,0.33,0.33,0.33,0.00,0.00,0.00,0.59,0.62,M Clattenburg,19,13,10,4,12,19,10,4,1,3,0,0,1.91,3.5,4
1011,7,2002-10-10,West Brom,Bolton,1,1,D,1.83,2.17,1.83,2.50,2.33,1.33,1.33,2.33,0,0,D,0.33,0.00,0.00,0.33,0.00,0.00,0.62,0.67,P Walton,17,10,9,5,8,10,7,4,3,2,0,0,2.1,3.25,3.75
1011,7,2002-10-10,West Ham,Fulham,1,1,D,0.83,2.33,1.33,1.17,1.00,1.33,1.00,0.67,0,1,A,0.33,0.33,0.00,0.00,0.00,0.33,0.56,0.36,A Marriner,12,17,5,5,15,8,2,3,3,1,0,0,2.25,3.25,3.3
1011,7,2002-10-10,Wigan,Wolves,2,0,H,0.33,2.17,1.50,2.50,0.33,1.00,1.00,2.33,0,0,D,0.33,0.33,0.33,0.00,0.67,0.33,0.39,0.59,L Mason,24,2,17,0,9,12,3,3,1,2,0,1,2.25,3.25,3.3
1011,7,2003-10-10,Chelsea,Arsenal,2,0,H,4.00,0.67,2.83,1.33,2.33,0.67,2.33,1.67,1,0,H,0.67,0.33,0.00,0.00,0.67,0.00,0.45,0.52,M Dean,11,13,6,5,7,12,10,10,1,1,0,0,1.73,3.6,5
1011,7,2003-10-10,Liverpool,Blackpool,1,2,A,1.33,2.00,1.83,3.00,1.33,1.67,1.00,2.00,0,2,A,0.00,0.33,0.33,0.33,0.33,0.33,0.37,0.55,M Jones,19,11,10,7,11,10,5,2,2,1,0,0,1.33,5,10
1011,7,2003-10-10,Man City,Newcastle,2,1,H,1.50,0.33,1.67,1.33,1.33,0.33,0.67,1.33,1,1,D,0.00,0.00,0.33,0.33,0.33,0.00,0.63,0.63,M Atkinson,9,8,5,4,11,13,4,4,3,2,0,0,1.44,4,8.5
1011,8,2016-10-10,Arsenal,Birmingham,2,1,H,2.43,1.71,1.14,1.86,1.00,2.00,0.33,1.67,1,1,D,0.00,0.67,0.33,0.00,0.33,0.00,0.44,0.47,M Atkinson,18,6,13,4,16,9,7,3,2,2,1,0,1.29,5.5,11
1011,8,2016-10-10,Aston Villa,Chelsea,0,0,D,1.86,2.43,3.71,0.57,1.33,1.33,2.00,0.33,0,0,D,0.33,0.33,0.00,0.67,0.00,0.00,0.52,0.46,L Mason,11,13,5,6,11,11,9,5,4,3,0,0,5,3.6,1.73
1011,8,2016-10-10,Bolton,Stoke,2,1,H,1.86,2.43,1.43,1.43,1.33,1.33,1.33,0.67,1,0,H,0.67,0.00,0.00,0.00,0.00,0.33,0.55,0.40,P Walton,11,8,6,3,10,8,5,6,2,2,1,0,2.2,3.2,3.5
1011,8,2016-10-10,Fulham,Tottenham,1,2,A,1.43,1.29,1.29,1.14,0.67,0.67,1.67,1.00,1,1,D,0.00,0.33,0.33,0.00,0.33,0.33,0.30,0.57,M Dean,11,14,5,6,9,10,4,11,1,1,0,0,2.88,3.25,2.5
1011,8,2016-10-10,Man United,West Brom,2,2,D,3.00,2.00,1.71,2.00,1.67,1.33,2.33,1.33,2,0,H,0.67,0.00,0.00,0.33,0.00,0.00,0.45,0.62,M Jones,16,7,9,2,10,7,3,2,1,2,0,0,1.25,5.75,12
1011,8,2016-10-10,Newcastle,Wigan,2,2,D,1.71,1.71,0.57,1.86,1.00,1.33,0.67,0.67,0,2,A,0.67,0.33,0.00,0.33,0.00,0.00,0.53,0.54,M Halsey,9,8,4,4,13,14,6,3,2,1,0,0,1.83,3.5,4.5
1011,8,2016-10-10,Wolves,West Ham,1,1,D,1.29,2.71,0.86,2.14,0.67,2.33,1.00,0.67,1,0,H,0.33,0.67,0.33,0.33,0.00,0.33,0.42,0.52,M Clattenburg,9,9,5,7,10,8,8,3,0,1,0,0,2.25,3.2,3.4
1011,8,2017-10-10,Blackpool,Man City,2,3,A,2.14,2.86,1.57,0.43,1.00,2.33,1.67,0.33,0,0,D,0.00,0.33,0.33,0.00,0.00,0.00,0.58,0.59,P Dowd,16,13,5,8,9,9,3,9,0,2,0,0,5.5,4,1.62
1011,8,2017-10-10,Everton,Liverpool,2,0,H,1.14,1.00,1.29,2.00,0.67,0.33,1.67,2.33,1,0,H,0.67,0.00,0.00,0.00,0.33,0.33,0.50,0.35,H Webb,9,15,6,9,10,9,8,7,2,2,0,0,2.4,3.25,3
1011,8,2018-10-10,Blackburn,Sunderland,0,0,D,1.43,1.57,1.43,1.43,1.00,1.00,1.00,1.00,0,0,D,0.33,0.33,0.00,0.33,0.00,0.00,0.58,0.33,L Probert,9,16,3,7,12,11,5,3,2,1,1,0,2.1,3.3,3.6
1011,9,2023-10-10,Birmingham,Blackpool,2,0,H,1.25,2.13,2.13,2.88,0.33,1.33,1.67,2.00,1,0,H,0.33,0.33,0.00,0.00,0.33,0.00,0.52,0.56,A Taylor,17,14,8,6,8,16,9,10,1,1,0,0,1.83,3.6,4.33
1011,9,2023-10-10,Chelsea,Wolves,2,0,H,3.25,0.50,1.25,2.50,0.67,0.33,0.67,1.67,1,0,H,0.67,0.00,0.00,0.33,0.67,0.00,0.42,0.47,L Probert,17,12,10,9,8,8,8,8,1,2,0,0,1.13,8.5,19
1011,9,2023-10-10,Sunderland,Aston Villa,1,0,H,1.25,1.25,1.63,2.13,0.67,0.67,1.00,1.00,1,0,H,0.67,0.00,0.00,0.00,0.00,0.00,0.37,0.52,M Halsey,13,11,6,7,11,13,4,11,1,2,0,0,2.4,3.25,3
1011,9,2023-10-10,Tottenham,Everton,1,1,D,1.63,1.25,1.25,0.88,1.33,1.00,1.33,0.00,1,1,D,0.33,0.00,0.00,0.67,0.00,0.00,0.53,0.56,M Jones,13,7,8,3,15,14,4,4,3,1,0,0,2.1,3.25,3.75
1011,9,2023-10-10,West Brom,Fulham,2,1,H,2.00,2.25,1.38,1.38,2.00,1.67,0.67,1.00,2,1,H,0.00,0.00,0.33,0.00,0.67,0.00,0.51,0.31,K Friend,14,9,7,3,3,8,7,5,0,0,0,0,2.2,3.25,3.4
1011,9,2023-10-10,West Ham,Newcastle,1,2,A,1.00,2.13,1.75,1.75,1.00,0.67,1.33,2.00,1,1,D,0.33,0.00,0.33,0.33,0.33,0.33,0.63,0.53,C Foy,5,13,1,8,12,6,2,6,0,0,0,0,2.38,3.25,3.1
1011,9,2023-10-10,Wigan,Bolton,1,1,D,1.00,2.13,1.88,2.25,1.33,0.67,1.67,1.33,0,0,D,0.33,0.33,0.00,0.67,0.00,0.00,0.60,0.55,H Webb,15,9,9,2,8,14,5,0,0,2,0,0,2.38,3.25,3.1
1011,9,2024-10-10,Liverpool,Blackburn,2,1,H,1.13,2.25,1.25,1.38,1.00,2.00,0.67,0.67,0,0,D,0.00,0.33,0.33,0.33,0.33,0.00,0.50,0.51,P Dowd,17,4,10,2,17,12,15,4,2,3,0,0,1.67,3.6,5.5
1011,9,2024-10-10,Man City,Arsenal,0,3,A,2.13,0.88,2.38,1.63,2.00,1.00,1.33,2.00,0,1,A,0.33,0.00,0.00,0.00,0.33,0.00,0.64,0.54,M Clattenburg,9,12,6,8,11,10,6,7,2,4,1,0,2.5,3.2,2.9
1011,9,2024-10-10,Stoke,Man United,1,2,A,1.50,1.75,2.88,2.00,1.33,1.00,1.33,1.33,0,1,A,0.00,0.33,0.33,0.33,0.33,0.00,0.41,0.49,A Marriner,6,12,2,5,6,13,5,6,2,2,0,0,5.5,3.75,1.67
1011,10,1930-10-10,Arsenal,West Ham,1,0,H,2.78,1.44,1.00,2.11,1.67,1.00,1.00,1.33,0,0,D,0.33,0.00,0.00,0.00,0.33,0.33,0.59,0.46,M Jones,20,6,13,3,14,18,7,4,2,2,0,0,1.17,7,17
1011,10,1930-10-10,Blackburn,Chelsea,1,2,A,1.33,1.67,3.11,0.44,0.33,1.00,1.33,0.00,1,1,D,0.67,0.67,0.00,0.67,0.00,0.00,0.47,0.53,P Walton,13,16,6,9,12,14,4,5,2,2,0,0,7.5,4.33,1.44
1011,10,1930-10-10,Everton,Stoke,1,0,H,1.33,1.00,1.44,1.78,1.67,0.33,1.00,1.33,0,0,D,0.67,0.00,0.00,0.00,0.67,0.67,0.55,0.44,L Probert,18,9,10,1,16,14,6,2,1,1,0,0,1.57,3.75,6.5
1011,10,1930-10-10,Fulham,Wigan,2,0,H,1.44,1.67,1.00,2.00,1.00,1.67,1.67,1.00,2,0,H,0.00,0.67,0.33,0.00,0.33,0.00,0.36,0.60,A Marriner,15,8,9,3,7,12,7,1,0,0,0,0,1.91,3.4,4.2
1011,10,1930-10-10,Man United,Tottenham,2,0,H,3.00,2.00,1.56,1.22,1.33,1.00,1.67,1.00,1,0,H,0.00,0.33,0.00,0.00,0.00,0.00,0.46,0.52,M Clattenburg,18,11,10,5,12,10,1,4,0,3,0,0,1.57,4,6
1011,10,1930-10-10,Wolves,Man City,2,1,H,1.11,2.67,1.89,1.11,0.33,1.67,1.67,2.00,1,1,D,0.33,0.67,0.33,0.00,0.33,0.33,0.44,0.61,M Dean,10,17,6,9,5,14,5,7,1,2,0,0,5.5,3.4,1.73
1011,10,1931-10-10,Aston Villa,Birmingham,0,0,D,1.44,2.11,1.33,1.89,0.33,1.00,1.00,1.33,0,0,D,0.00,0.33,0.33,0.67,0.33,0.00,0.47,0.55,H Webb,7,10,3,6,13,11,1,4,2,3,0,0,1.8,3.6,4.5
1011,10,1931-10-10,Bolton,Liverpool,0,1,A,1.89,2.22,1.22,2.11,1.33,1.00,1.00,1.67,0,0,D,0.67,0.00,0.00,0.00,0.33,0.33,0.42,0.57,M Atkinson,14,10,10,4,15,13,1,4,2,2,0,0,3.4,3.25,2.2
1011,10,1931-10-10,Newcastle,Sunderland,5,1,H,2.00,1.78,1.22,1.11,1.67,1.67,0.33,0.00,3,0,H,0.33,0.00,0.33,0.67,0.00,0.00,0.52,0.49,P Dowd,16,11,12,5,8,18,8,6,3,6,0,1,2.2,3.2,3.5
1011,10,2001-11-10,Blackpool,West Brom,2,1,H,1.89,3.00,2.00,2.11,1.33,2.00,1.67,1.33,1,0,H,0.00,0.33,0.33,0.33,0.00,0.00,0.46,0.44,M Oliver,21,12,8,5,16,13,8,2,2,3,0,2,2.9,3.25,2.5
1011,11,2006-11-10,Birmingham,West Ham,2,2,D,1.20,1.70,0.90,2.10,1.00,0.67,0.67,1.33,0,0,D,0.67,0.00,0.00,0.33,0.67,0.00,0.58,0.49,M Oliver,8,16,5,8,12,14,3,4,0,1,0,0,1.91,3.4,4.2
1011,11,2006-11-10,Blackburn,Wigan,2,1,H,1.30,1.70,0.90,2.20,0.67,1.33,1.00,1.67,0,0,D,0.33,0.67,0.00,0.00,0.33,0.33,0.43,0.49,K Friend,10,16,3,10,16,15,3,6,0,2,0,0,1.8,3.6,4.5
1011,11,2006-11-10,Blackpool,Everton,2,2,D,1.90,2.80,1.30,0.90,1.33,2.00,1.33,0.33,1,1,D,0.33,0.33,0.33,0.33,0.00,0.00,0.37,0.55,A Marriner,11,20,8,14,14,12,3,7,2,1,0,0,4.5,3.6,1.8
1011,11,2006-11-10,Bolton,Tottenham,4,2,H,1.70,2.10,1.40,1.50,1.00,1.00,1.00,1.33,1,0,H,0.33,0.33,0.00,0.00,0.33,0.33,0.49,0.50,C Foy,18,11,8,6,13,9,7,6,1,0,0,0,3,3.3,2.4
1011,11,2006-11-10,Fulham,Aston Villa,1,1,D,1.50,1.50,1.30,1.90,1.33,1.33,0.00,0.33,0,1,A,0.33,0.33,0.00,0.00,0.33,0.33,0.46,0.51,P Walton,14,15,10,8,12,4,3,3,1,0,0,0,2.2,3.25,3.4
1011,11,2006-11-10,Man United,Wolves,2,1,H,2.90,1.80,1.20,2.50,2.00,1.00,1.00,1.33,1,0,H,0.33,0.33,0.00,0.00,0.33,0.33,0.51,0.64,P Dowd,14,8,10,6,6,11,3,2,1,0,0,0,1.22,6,15
1011,11,2006-11-10,Sunderland,Stoke,2,0,H,1.30,2.00,1.30,1.80,0.67,1.67,0.67,1.67,1,0,H,0.33,0.33,0.33,0.33,0.67,0.33,0.45,0.27,M Atkinson,14,11,7,5,10,13,6,9,0,5,0,0,2.1,3.2,3.75
1011,11,2007-11-10,Arsenal,Newcastle,0,1,A,2.60,1.30,2.30,1.70,2.00,0.33,3.00,1.33,0,1,A,0.33,0.00,0.00,0.33,0.00,0.33,0.68,0.60,M Dean,11,7,8,2,16,12,12,2,3,1,1,0,1.29,5.5,11
1011,11,2007-11-10,Liverpool,Chelsea,2,0,H,1.30,1.90,3.20,0.60,1.00,1.00,1.33,0.33,2,0,H,0.33,0.00,0.00,0.67,0.00,0.00,0.53,0.54,H Webb,9,11,7,7,15,17,2,5,0,2,0,0,3.8,3.4,2
1011,11,2007-11-10,West Brom,Man City,0,2,A,2.00,2.30,1.90,1.40,1.67,1.67,1.33,2.33,0,2,A,0.33,0.33,0.33,0.33,0.67,0.33,0.40,0.60,L Probert,13,9,7,5,15,16,6,1,3,4,1,1,3.6,3.3,2.1
1011,12,2009-11-10,Stoke,Birmingham,3,2,H,1.18,2.00,1.27,1.73,0.33,1.67,1.33,0.67,1,0,H,0.33,0.67,0.33,0.33,0.00,0.00,0.30,0.57,M Clattenburg,19,14,12,10,6,8,10,4,0,0,0,0,2.1,3.2,3.75
1011,12,2009-11-10,Tottenham,Sunderland,1,1,D,1.64,2.09,1.36,1.82,1.00,2.33,1.33,1.67,0,0,D,0.00,0.67,0.67,0.67,0.00,0.00,0.54,0.47,H Webb,20,8,12,4,6,15,17,3,2,1,0,0,1.53,4,6.5
1011,12,2010-11-10,Aston Villa,Blackpool,3,2,H,1.36,1.91,1.91,2.73,0.33,0.67,1.33,1.67,1,1,D,0.00,0.67,0.33,0.33,0.00,0.00,0.53,0.51,A Taylor,19,12,12,6,7,10,11,8,2,3,0,0,1.62,3.75,6
1011,12,2010-11-10,Chelsea,Fulham,1,0,H,2.91,0.91,1.45,1.45,1.33,1.00,1.33,1.00,1,0,H,0.33,0.33,0.33,0.33,0.00,0.33,0.60,0.55,M Atkinson,19,5,10,3,14,15,4,4,2,0,1,0,1.2,6.5,15
1011,12,2010-11-10,Everton,Bolton,1,1,D,1.55,1.18,1.91,2.09,1.33,1.00,1.67,1.33,0,0,D,0.33,0.00,0.00,0.33,0.33,0.00,0.56,0.46,P Dowd,23,10,12,5,8,12,15,10,0,3,1,0,1.62,3.75,6
1011,12,2010-11-10,Man City,Man United,0,0,D,2.09,1.27,2.82,1.73,1.00,1.67,2.00,0.67,0,0,D,0.67,0.33,0.00,0.67,0.00,0.00,0.58,0.56,C Foy,6,7,4,4,10,12,8,5,0,2,0,0,2.63,3.25,2.75
1011,12,2010-11-10,Newcastle,Blackburn,1,2,A,2.27,1.55,1.36,1.64,2.67,0.67,1.33,1.67,0,1,A,0.67,0.00,0.00,0.00,0.33,0.00,0.55,0.42,M Jones,9,7,3,5,16,15,4,1,3,4,0,0,1.91,3.4,4.2
1011,12,2010-11-10,West Ham,West Brom,2,2,D,1.18,2.27,1.82,2.27,1.00,1.67,1.00,1.67,1,1,D,0.33,0.33,0.00,0.00,0.67,0.67,0.40,0.49,M Dean,8,14,5,6,13,5,6,7,3,0,0,0,2.3,3.25,3.2
1011,12,2010-11-10,Wigan,Liverpool,1,1,D,1.00,2.36,1.36,1.73,0.67,1.67,1.67,0.33,0,1,A,0.33,0.33,0.00,0.33,0.00,0.00,0.53,0.59,P Walton,10,8,8,3,7,10,5,4,0,2,0,0,4.75,3.6,1.75
1011,12,2010-11-10,Wolves,Arsenal,0,2,A,1.27,2.64,2.36,1.27,1.00,1.67,1.33,0.33,0,1,A,0.00,0.33,0.33,0.33,0.33,0.33,0.70,0.68,M Halsey,14,12,7,8,7,14,5,2,1,2,0,0,5.5,3.6,1.67
1011,13,2013-11-10,Aston Villa,Man United,2,2,D,1.50,1.92,2.58,1.58,1.33,1.00,1.33,0.33,0,0,D,0.00,0.33,0.00,0.67,0.00,0.00,0.53,0.61,M Dean,12,16,6,10,11,9,9,7,3,4,0,0,4.5,3.6,1.8
1011,13,2013-11-10,Man City,Birmingham,0,0,D,1.92,1.17,1.50,2.08,1.00,0.67,1.33,1.67,0,0,D,0.33,0.33,0.00,0.00,0.33,0.33,0.58,0.65,M Jones,21,5,11,3,15,11,6,4,2,0,0,0,1.4,4.5,8.5
1011,13,2013-11-10,Newcastle,Fulham,0,0,D,2.17,1.58,1.33,1.50,2.33,1.00,1.00,0.67,0,0,D,0.33,0.33,0.33,0.00,0.33,0.67,0.46,0.64,L Probert,13,10,7,8,11,19,5,5,2,2,0,0,1.91,3.4,4.2
1011,13,2013-11-10,Stoke,Liverpool,2,0,H,1.33,2.00,1.42,1.75,1.00,1.67,1.33,0.33,0,0,D,0.33,0.33,0.33,0.33,0.33,0.00,0.40,0.52,M Halsey,14,10,7,6,14,10,4,3,2,3,0,1,3.75,3.25,2.1
1011,13,2013-11-10,Tottenham,Blackburn,4,2,H,1.58,2.00,1.58,1.67,1.00,2.33,1.67,1.33,2,0,H,0.00,0.33,0.33,0.00,0.33,0.00,0.53,0.49,A Marriner,20,12,12,8,11,11,12,6,2,2,0,0,1.57,3.8,6.5
1011,13,2013-11-10,West Ham,Blackpool,0,0,D,1.25,2.25,2.08,3.00,1.33,1.67,2.00,2.00,0,0,D,0.33,0.00,0.00,0.67,0.33,0.00,0.54,0.54,K Friend,17,16,4,5,7,7,8,7,0,1,0,0,1.91,3.6,4
1011,13,2013-11-10,Wigan,West Brom,1,0,H,1.00,2.25,2.00,2.42,0.67,1.67,1.00,2.00,0,0,D,0.33,0.33,0.33,0.33,0.33,0.33,0.60,0.46,A Taylor,13,12,4,6,13,13,5,5,1,1,0,0,2.5,3.25,2.88
